GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
MatchingEngine,matchingEngine,MatchingEngine,4.1,379.9,2.3,61.7,0.8,86.2,2.2,40.8,0,11
MatchingEngine,matchingEngine,Environment,2.6,127.4,2,10,1.2,27.8,2,15,0,11
MatchingEngine,matchingEngine,OrderBook,27.8,266.2,3,25,5.2,64.8,3.9,30.1,1.5,18.5
MatchingEngine,matchingEngine,Order,0,249,0.3,39.7,0,49,0.3,32.7,0,13
MatchingEngine,matchingEngine,Broker,0,176,1.1,16.9,0,37,1.1,19.9,0,12
MatchingEngine,matchingEngine,Shareholder,15.7,201.3,2.5,19.5,2.2,41.8,2.5,20.5,0,12
MatchingEngine,matchingEngine,Trade,0.8,96.2,0.2,1.8,0.2,23.8,0.2,4.8,0,4
