GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
MatchingEngine,default,Order,3,220,4,24,1,50,4,23,0,13
MatchingEngine,default,Trade,1.33,95.66,0.33,1.66,0.33,23.66,0.33,4.66,0,4
MatchingEngine,default,Broker,2,174,1.66,16.33,1,36,1.66,19.33,0,12
MatchingEngine,default,OrderBook,13.33,271.66,2.33,27.66,2.33,61.66,2.66,31.33,0.33,18.66
MatchingEngine,default,Shareholder,12,205,3,19,2.33,41.66,3,20,0,12
MatchingEngine,default,Environment,0.66,129.33,0.33,11.66,0.33,28.66,0.33,16.66,0,11
MatchingEngine,default,MatchingEngine,0,378,7.33,58.66,0,82,7.33,36.66,0,11
