GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
MatchingEngine,matchingEngine,MatchingEngine,8,392,8.39,57.6,2.5,101.5,8.2,35.8,0,11
MatchingEngine,matchingEngine,Environment,2.6,140.39,2.09,9.89,1.2,40.8,2.09,14.9,0,11
MatchingEngine,matchingEngine,OrderBook,46.1,261.9,6.5,23.5,11.8,76.19,7.3,26.7,2,17
MatchingEngine,matchingEngine,Order,3.3,244.7,6.3,25.7,0,64,6.3,22.7,0,13
MatchingEngine,matchingEngine,Broker,4.4,187.6,2.3,15.7,1.6,51.4,2.3,18.7,0,12
MatchingEngine,matchingEngine,Shareholder,21,214,3.6,18.4,5.6,56.4,3.6,19.4,0,12
MatchingEngine,matchingEngine,Trade,0.8,100.2,0.2,1.8,0,26,0.2,4.8,0,4
