GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
MatchingEngine,matchingEngine,MatchingEngine,247.5,134.5,54.5,9.5,53.5,34.5,35.5,7.5,3.5,7.5
MatchingEngine,matchingEngine,Environment,21,109,6.5,5.5,4.5,24.5,6,11,0,11
MatchingEngine,matchingEngine,OrderBook,244.5,49.5,26.5,1.5,60.5,9.5,30,4,16,4
MatchingEngine,matchingEngine,Order,122.5,126.5,27,13,26,23,28,5,8,5
MatchingEngine,matchingEngine,Broker,104,72,13,5,22,15,14,7,7,5
MatchingEngine,matchingEngine,Shareholder,136.5,80.5,16,6,27.5,16.5,15.5,7.5,6.5,5.5
MatchingEngine,matchingEngine,Trade,97,0,2,0,24,0,5,0,4,0
